,id,date,image_src,content
137,Elsa P,0:03,"background-image: url(""https://i1.sndcdn.com/avatars-000780554968-yxbsyw-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;","PLEASE DON'T READ THIS. YOU WILL BE KISSED ON THE NEAREST POSSIBLE FRIDAY BY THE LOVE OF YOUR LIFE.TOMORROW WILL BE THE BEST DAY OF YOUR LIFE. NOW YOU'VE STARTED READING THIS. DON'T STOP. THIS IS SO FREAKY. 1. say your name 10 times 2. say your mom's name 5 times 3. say your crushes name 3 times 4. paste this to 4 other songs. if you do this, your crush will kiss you on the nearest Friday. but if you read this and do not paste this, then you will have very bad luck. SEND THIS TO 5 SONGS IN 143 MINUTES. WHEN YOU'RE DONE PRESS F6 AND YOUR CRUSH'S NAME WILL APPEAR IN BIG LETTERS ON THE SCREEN. THIS IS SO FREAKY BECAUSE IT ACTUALLY WORK"
138,Carlos,0:02,"background-image: url(""https://i1.sndcdn.com/avatars-000673734848-rismxu-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",queeeeen
139,Mary kons 7,0:02,"background-image: url(""https://i1.sndcdn.com/avatars-dPQuArxpgJeYJ23a-13Ru2Q-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",I really love this song
140,🤍Milky🤍,0:05,"background-image: url(""https://i1.sndcdn.com/avatars-UhIzndv9MQ8dZL26-8OTrNA-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",I LOVE YOU
141,CandyNinty,0:42,"background-image: url(""https://i1.sndcdn.com/avatars-dONDHyRpeCMtEfyr-gI9WlA-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",👅
142,Felicia Warner,0:01,"background-image: url(""https://i1.sndcdn.com/avatars-000597433065-zydbhv-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",love it 🤩
143,공주님,0:08,"background-image: url(""https://i1.sndcdn.com/avatars-000786904627-f0sa1a-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",와 미친
144,Bella🥱💋,0:08,"background-image: url(""https://i1.sndcdn.com/avatars-Ek6zj76djzyM8Hut-irfPhg-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",Imma queen and u cant take my crown 🥱🙄
145,Forever Shipping Drarry,0:08,"background-image: url(""https://i1.sndcdn.com/avatars-000779772565-ul9yel-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",@user-781189504 is that a insult bitch???
146,Mandela Siganga,1:49,"background-image: url(""https://i1.sndcdn.com/avatars-000798005983-6ba7ff-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",this shawty is dop af
147,uwu,0:36,"background-image: url(""https://i1.sndcdn.com/avatars-000726501997-1nazm7-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",uwu
148,Gulasin,0:00,"background-image: url(""https://i1.sndcdn.com/avatars-oGl6PXRK1upxzszk-Tt0tnA-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",the chorus is simply great !
149,ddyynhii302,0:35,"background-image: url(""https://i1.sndcdn.com/avatars-z9ntV0YttPtWywuB-C2CwVQ-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",Wonderful!
150,mirelypakkanen,0:35,"background-image: url(""https://i1.sndcdn.com/avatars-000806694604-9ytv56-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",@emmaxvini mine??
151,배민준,0:05,"background-image: url(""https://i1.sndcdn.com/avatars-000568624365-gfoy8y-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",개조아 다찢았당
152,Ryunosuke Alexander Fry,0:05,"background-image: url(""https://i1.sndcdn.com/avatars-EUKB6UIsgzf66MPo-qvm4pw-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",?
153,Natalia Karpinska,0:05,"background-image: url(""https://i1.sndcdn.com/avatars-000664614623-i1d068-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",Chile tuis song is fireeee
154,abzaral,0:00,"background-image: url(""https://i1.sndcdn.com/avatars-e7CEwdmY4AXIqSV4-yqHXUA-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",finally a fucking song that isnt about love and boys YESSIR
155,Jana Eslam,0:15,"background-image: url(""https://i1.sndcdn.com/avatars-000375695144-3ygdiw-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",❣️❣️❣️👏👏👏
156,Amissto,0:14,"background-image: url(""https://i1.sndcdn.com/avatars-000724659826-bd3cee-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",💖💖💖
157,Samantha Mathis,1:07,"background-image: url(""https://i1.sndcdn.com/avatars-000694067245-3icxgw-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",-_-
158,BixchMxxd,1:07,"background-image: url(""https://i1.sndcdn.com/avatars-000735557689-qadqry-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",@samantha-mathis-871693403 what's yo problem?
159,mirelypakkanen,1:07,"background-image: url(""https://i1.sndcdn.com/avatars-000806694604-9ytv56-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",EEEEEEEEEEHHHHHHHHHHHHHHHHH??????
160,Samantha Mathis,0:14,"background-image: url(""https://i1.sndcdn.com/avatars-000694067245-3icxgw-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",Uhhhhh ok...
161,🤍Milky🤍,0:14,"background-image: url(""https://i1.sndcdn.com/avatars-UhIzndv9MQ8dZL26-8OTrNA-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",@samantha-mathis-871693403 you got a problem?
162,Forever Shipping Drarry,0:14,"background-image: url(""https://i1.sndcdn.com/avatars-000779772565-ul9yel-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",@user-559111610 yes bitch i do
163,briarheart,0:18,"background-image: url(""https://i1.sndcdn.com/avatars-0i2FVxWXW7kKnQJq-tAJVnQ-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",THIS IS SO GOOD
164,Maya Kilian,0:08,"background-image: url(""https://i1.sndcdn.com/avatars-000628444683-reszaj-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",cool
165,dummydumdum,0:11,"background-image: url(""https://i1.sndcdn.com/avatars-I2QxJ2szpGVDyyhy-lb6dTQ-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",개쩐다
166,Manal Oujeil,0:21,"background-image: url(""https://i1.sndcdn.com/avatars-000406454442-4xrj94-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",😍😍😍😍😍
167,nuti fanam,0:00,"background-image: url(""https://i1.sndcdn.com/avatars-000773624941-8eakab-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",Queen
168,Kay,0:00,width:40px;height:40px;,"High quality, bulk at low. Cali best buds, wax, different brands of pre rolls, exotic carts, brass knuckles. Local and international delivery. Contacts: Wickr: @kay421 Snapchat: @Theo_ win20 Whatsapp: +19203975835 Age 20 and above."
169,unicorn Rainbow13L,0:12,"background-image: url(""https://i1.sndcdn.com/avatars-000677522330-d4u1bz-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",i love IT
170,Yusuf Immediately,0:03,"background-image: url(""https://i1.sndcdn.com/avatars-000021936387-64u7iu-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",i think it's dragonforce 😅😅
171,Marian Gherghisan,0:23,"background-image: url(""https://i1.sndcdn.com/avatars-000716539585-6tn68h-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",Hii
172,Elsa P,0:48,"background-image: url(""https://i1.sndcdn.com/avatars-000780554968-yxbsyw-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",She is the literal queen
173,Bob Vogue,0:27,"background-image: url(""https://i1.sndcdn.com/avatars-000768578851-e898pm-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",nigger
174,AJ552 Miky,0:27,"background-image: url(""https://i1.sndcdn.com/avatars-000355004696-s6h32h-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",@bob-vogue:nigger
175,Natalia Zamorska,0:36,"background-image: url(""https://i1.sndcdn.com/avatars-000773425006-9uuu8w-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",Love
176,RaMero,1:01,"background-image: url(""https://i1.sndcdn.com/avatars-zIcc643tlSIBWTX9-EOXhDA-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",ooooffff
177,Nika number 1,0:00,"background-image: url(""https://i1.sndcdn.com/avatars-000619094280-x7j2a2-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",fantastic ❤️😍
178,billieeilishfanforever,0:05,"background-image: url(""https://i1.sndcdn.com/avatars-qMWjyaUo7FDClcBg-uneEwA-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",Cute
179,Mr.bluesheep,0:04,"background-image: url(""https://i1.sndcdn.com/avatars-I8qhcXAHWRe5zPQq-X5azLg-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",sword!
180,Đức Anh Nguyễn,0:21,"background-image: url(""https://i1.sndcdn.com/avatars-000720329020-ldu8z7-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",that's nice:D
181,مصطفى محمد,1:39,width: 40px; height: 40px; opacity: 0;,😀😀😀😀😀😀😯
182,User 96479015,0:17,width:40px;height:40px;,die
183,Sineara Patterson,0:17,"background-image: url(""https://i1.sndcdn.com/avatars-000513561642-evkcb8-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",@user-96479015 u can leave thanks
184,🤍Milky🤍,0:17,"background-image: url(""https://i1.sndcdn.com/avatars-UhIzndv9MQ8dZL26-8OTrNA-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",@user-96479015 no u
185,MASQE,0:17,"background-image: url(""https://i1.sndcdn.com/avatars-tBSHCkW7uFvPNbpT-rQzjtw-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;","@user-96479015 You're probably that type of person who hates on a singer/actor etc. and then is all like ""Loved her/him/them so much! You are deeply missed"" if they actually die."
186,Forever Shipping Drarry,0:17,"background-image: url(""https://i1.sndcdn.com/avatars-000779772565-ul9yel-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",@user-96479015 your a bitch leave NOW!!!!!!!!!!!
187,Forever Shipping Drarry,0:17,"background-image: url(""https://i1.sndcdn.com/avatars-000779772565-ul9yel-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",@user-559111610 fuck you whore 😡😡😡😡😡😡😡🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕
188,Ink!sans!,0:17,"background-image: url(""https://i1.sndcdn.com/avatars-oY08ForxFyzHD7xm-pklpNw-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",@user-96479015 die in a milk shake plz-
189,Ù W Ú Akuma,0:01,"background-image: url(""https://i1.sndcdn.com/avatars-Rli2zRWt95KbuWlC-z3xghA-t120x120.jpg""); width: 40px; height: 40px; opacity: 1;",my fav song
